Date,Q_Cumecs,Rainfall_mm,PET_mm
2008-07-20,0.4247,0.4,2.9
2008-07-21,0.4062,0.0,2.9
2008-07-22,0.3995,0.0,2.9
2008-07-23,0.3948,0.0,2.9
2008-07-24,0.3934,0.04,2.9
2008-07-25,0.3973,0.0,2.9
2008-07-26,0.3947,0.0,2.9
2008-07-27,0.397,1.22,2.9
2008-07-28,0.3853,2.24,2.9
2008-07-29,0.3953,0.28,2.9
2008-07-30,0.3897,0.0,2.9
2008-07-31,0.3916,8.08,2.9
2008-08-01,0.452,5.72,2.4
2008-08-02,0.4283,2.66,2.4
2008-08-03,0.4272,7.46,2.4
2008-08-04,0.4085,0.26,2.4
2008-08-05,0.4018,1.66,2.4
2008-08-06,0.4717,15.72,2.4
2008-08-07,0.586,1.06,2.4
2008-08-08,0.4493,0.32,2.4
2008-08-09,0.4854,9.8,2.4
2008-08-10,0.6982,4.88,2.4
2008-08-11,0.5098,0.14,2.4
2008-08-12,0.4783,3.52,2.4
2008-08-13,0.4617,0.2,2.4
2008-08-14,0.4258,0.02,2.4
2008-08-15,0.4196,0.56,2.4
2008-08-16,0.4119,0.3,2.4
2008-08-17,0.4114,1.34,2.4
2008-08-18,0.4478,18.84,2.4
2008-08-19,0.8824,5.58,2.4
2008-08-20,0.6044,8.5,2.4
2008-08-21,1.2177,14.98,2.4
2008-08-22,0.7992,2.2,2.4
2008-08-23,0.6689,0.96,2.4
2008-08-24,0.5788,0.22,2.4
2008-08-25,0.5343,1.78,2.4
2008-08-26,0.5127,0.24,2.4
2008-08-27,0.4932,0.12,2.4
2008-08-28,0.4744,0.0,2.4
2008-08-29,0.463,0.0,2.4
2008-08-30,0.4596,0.0,2.4
2008-08-31,0.4814,3.38,2.4
2008-09-01,0.4637,0.28,1.63
2008-09-02,0.4503,0.24,1.63
2008-09-03,0.4516,5.1,1.63
2008-09-04,0.5545,4.02,1.63
2008-09-05,0.5038,0.0,1.63
2008-09-06,0.4637,1.18,1.63
2008-09-07,0.4576,0.16,1.63
2008-09-08,0.4468,0.18,1.63
2008-09-09,0.5064,9.44,1.63
2008-09-10,0.5008,4.4,1.63
2008-09-11,0.5018,0.02,1.63
2008-09-12,0.4892,3.24,1.63
2008-09-13,0.5448,1.88,1.63
2008-09-14,0.5305,2.06,1.63
2008-09-15,0.6428,13.92,1.63
2008-09-16,1.225,5.52,1.63
2008-09-17,0.7949,0.06,1.63
2008-09-18,0.8369,7.14,1.63
2008-09-19,0.8068,0.02,1.63
2008-09-20,0.6654,0.06,1.63
2008-09-21,0.6,0.06,1.63
2008-09-22,0.5645,0.04,1.63
2008-09-23,0.5509,0.0,1.63
2008-09-24,0.5364,0.0,1.63
2008-09-25,0.5209,0.0,1.63
2008-09-26,0.5127,0.12,1.63
2008-09-27,0.5122,1.18,1.63
2008-09-28,0.5064,0.02,1.63
2008-09-29,0.5037,0.48,1.63
2008-09-30,0.4964,0.06,1.63
2008-10-01,0.5103,3.6,0.8
2008-10-02,0.6381,16.1,0.8
2008-10-03,0.9653,1.1,0.8
2008-10-04,0.6713,1.68,0.8
2008-10-05,0.589,0.02,0.8
2008-10-06,0.5603,1.78,0.8
2008-10-07,0.8449,13.14,0.8
2008-10-08,1.1223,0.1,0.8
2008-10-09,0.7514,3.72,0.8
2008-10-10,0.6854,0.34,0.8
2008-10-11,0.6224,0.02,0.8
2008-10-12,0.5996,0.0,0.8
2008-10-13,0.5767,0.8,0.8
2008-10-14,0.5612,0.08,0.8
2008-10-15,0.5519,0.0,0.8
2008-10-16,0.5311,0.48,0.8
2008-10-17,0.5275,0.3,0.8
2008-10-18,0.5178,1.84,0.8
2008-10-19,0.5347,2.86,0.8
2008-10-20,0.5404,1.6,0.8
2008-10-21,0.5154,0.5,0.8
2008-10-22,0.5067,0.16,0.8
2008-10-23,0.5096,0.8,0.8
2008-10-24,0.4915,0.34,0.8
2008-10-25,0.4943,0.68,0.8
2008-10-26,0.4879,0.54,0.8
2008-10-27,0.5222,6.24,0.8
2008-10-28,0.5238,1.74,0.8
2008-10-29,0.5688,0.12,0.8
2008-10-30,0.6331,10.14,0.8
2008-10-31,1.1179,4.36,0.8
2008-11-01,0.797,0.06,0.45
2008-11-02,0.6681,0.0,0.45
2008-11-03,0.6154,0.64,0.45
2008-11-04,0.5982,0.04,0.45
2008-11-05,0.5886,2.48,0.45
2008-11-06,0.7014,4.98,0.45
2008-11-07,0.8112,3.46,0.45
2008-11-08,0.7439,5.7,0.45
2008-11-09,0.7249,0.44,0.45
2008-11-10,0.6594,0.38,0.45
2008-11-11,0.7021,6.44,0.45
2008-11-12,0.7592,0.1,0.45
2008-11-13,0.7005,1.54,0.45
2008-11-14,0.6701,0.26,0.45
2008-11-15,0.6241,0.24,0.45
2008-11-16,0.5948,0.0,0.45
2008-11-17,0.611,1.48,0.45
2008-11-18,0.597,0.0,0.45
2008-11-19,0.5861,1.18,0.45
2008-11-20,0.7403,7.32,0.45
2008-11-21,0.8779,6.0,0.45
2008-11-22,0.794,3.62,0.45
2008-11-23,0.9925,9.6,0.45
2008-11-24,1.693,3.34,0.45
2008-11-25,1.5383,0.28,0.45
2008-11-26,1.3211,0.48,0.45
2008-11-27,1.0274,0.0,0.45
2008-11-28,0.8892,0.0,0.45
2008-11-29,0.7963,0.1,0.45
2008-11-30,0.7616,4.26,0.45
2008-12-01,0.8342,0.7,0.21
2008-12-02,0.7751,0.94,0.21
2008-12-03,0.7446,4.46,0.21
2008-12-04,0.8246,18.1,0.21
2008-12-05,3.463,8.72,0.21
2008-12-06,1.5585,0.1,0.21
2008-12-07,1.2441,0.04,0.21
2008-12-08,1.1588,0.04,0.21
2008-12-09,1.0051,1.64,0.21
2008-12-10,1.0486,2.94,0.21
2008-12-11,1.0044,0.2,0.21
2008-12-12,1.1585,8.44,0.21
2008-12-13,3.2375,26.16,0.21
2008-12-14,3.2423,2.76,0.21
2008-12-15,1.9887,1.2,0.21
2008-12-16,1.6609,0.2,0.21
2008-12-17,1.4147,0.56,0.21
2008-12-18,1.2831,0.82,0.21
2008-12-19,1.1913,0.72,0.21
2008-12-20,1.0901,1.14,0.21
2008-12-21,1.032,0.0,0.21
2008-12-22,0.9643,0.0,0.21
2008-12-23,0.9241,0.48,0.21
2008-12-24,0.8927,0.0,0.21
2008-12-25,0.8609,0.04,0.21
2008-12-26,0.833,0.0,0.21
2008-12-27,0.8284,0.04,0.21
2008-12-28,0.8072,2.74,0.21
2008-12-29,0.7964,0.06,0.21
2008-12-30,0.7589,0.0,0.21
2008-12-31,0.7232,0.22,0.21
2009-01-01,0.7181,0.78,0.25
2009-01-02,0.6944,0.0,0.25
2009-01-03,0.6792,0.36,0.25
2009-01-04,0.6894,1.74,0.25
2009-01-05,0.6534,0.06,0.25
2009-01-06,0.6505,0.32,0.25
2009-01-07,0.6451,0.0,0.25
2009-01-08,0.6335,0.1,0.25
2009-01-09,0.6183,0.04,0.25
2009-01-10,0.658,2.16,0.25
2009-01-11,0.7169,1.52,0.25
2009-01-12,0.7246,0.02,0.25
2009-01-13,0.6678,0.0,0.25
2009-01-14,0.6537,3.84,0.25
2009-01-15,0.7736,5.5,0.25
2009-01-16,0.7815,1.92,0.25
2009-01-17,0.8095,3.82,0.25
2009-01-18,0.7753,2.5,0.25
2009-01-19,0.8281,2.62,0.25
2009-01-20,0.7264,0.56,0.25
2009-01-21,0.712,12.1,0.25
2009-01-22,1.0793,0.0,0.25
2009-01-23,0.8307,0.38,0.25
2009-01-24,0.7435,5.06,0.25
2009-01-25,1.0789,2.6,0.25
2009-01-26,0.8304,0.4,0.25
2009-01-27,0.7699,0.0,0.25
2009-01-28,0.7302,0.04,0.25
2009-01-29,0.7372,0.56,0.25
2009-01-30,0.9356,6.56,0.25
2009-01-31,0.8944,0.0,0.25
2009-02-01,0.8075,0.94,0.6
2009-02-02,0.8027,10.28,0.6
2009-02-03,2.0177,11.98,0.6
2009-02-04,1.5837,9.24,0.6
2009-02-05,1.222,2.72,0.6
2009-02-06,1.0734,9.54,0.6
2009-02-07,1.0178,5.1,0.6
2009-02-08,0.9374,0.2,0.6
2009-02-09,0.8892,0.0,0.6
2009-02-10,0.8379,0.7,0.6
2009-02-11,0.803,1.58,0.6
2009-02-12,0.8006,7.66,0.6
2009-02-13,0.7797,0.22,0.6
2009-02-14,0.8379,1.78,0.6
2009-02-15,1.2582,2.52,0.6
2009-02-16,4.6157,0.26,0.6
2009-02-17,3.2521,0.88,0.6
2009-02-18,2.2371,0.18,0.6
2009-02-19,1.8259,0.18,0.6
2009-02-20,1.6177,2.26,0.6
2009-02-21,1.4692,0.04,0.6
2009-02-22,1.325,1.36,0.6
2009-02-23,1.2505,0.1,0.6
2009-02-24,1.1725,0.42,0.6
2009-02-25,1.1051,0.22,0.6
2009-02-26,1.0531,2.56,0.6
2009-02-27,1.0427,0.1,0.6
2009-02-28,0.9903,0.04,0.6
2009-03-01,0.9417,0.0,1.29
2009-03-02,0.9118,0.2,1.29
2009-03-03,1.0028,6.66,1.29
2009-03-04,1.0263,1.08,1.29
2009-03-05,0.9037,0.26,1.29
2009-03-06,0.8649,0.2,1.29
2009-03-07,0.8755,4.48,1.29
2009-03-08,0.862,0.26,1.29
2009-03-09,0.815,0.26,1.29
2009-03-10,0.776,0.22,1.29
2009-03-11,0.7788,0.48,1.29
2009-03-12,0.7501,0.0,1.29
2009-03-13,0.7356,0.28,1.29
2009-03-14,0.7175,0.0,1.29
2009-03-15,0.699,0.2,1.29
2009-03-16,0.6971,1.44,1.29
2009-03-17,0.6792,0.24,1.29
2009-03-18,0.6668,0.0,1.29
2009-03-19,0.6588,0.0,1.29
2009-03-20,0.653,0.04,1.29
2009-03-21,0.6443,0.0,1.29
2009-03-22,0.6576,7.0,1.29
2009-03-23,0.794,6.2,1.29
2009-03-24,0.7413,0.54,1.29
2009-03-25,0.6975,2.02,1.29
2009-03-26,0.6838,2.32,1.29
2009-03-27,0.8845,17.78,1.29
2009-03-28,1.4762,0.92,1.29
2009-03-29,0.9157,0.0,1.29
2009-03-30,0.8028,0.0,1.29
2009-03-31,0.7447,0.0,1.29
2009-04-01,0.7178,0.12,2.0
2009-04-02,0.6963,0.16,2.0
2009-04-03,0.676,0.0,2.0
2009-04-04,0.6506,1.34,2.0
2009-04-05,0.6663,0.0,2.0
2009-04-06,0.6912,4.9,2.0
2009-04-07,0.8128,14.0,2.0
2009-04-08,0.7185,0.76,2.0
2009-04-09,0.7175,0.2,2.0
2009-04-10,0.693,2.44,2.0
2009-04-11,0.6499,0.12,2.0
2009-04-12,0.6267,0.0,2.0
2009-04-13,0.6129,0.0,2.0
2009-04-14,0.6041,0.16,2.0
2009-04-15,0.5985,0.0,2.0
2009-04-16,0.5901,0.0,2.0
2009-04-17,0.5711,0.0,2.0
2009-04-18,0.5665,0.0,2.0
2009-04-19,0.5526,0.12,2.0
2009-04-20,0.5397,0.0,2.0
2009-04-21,0.5378,1.14,2.0
2009-04-22,0.5357,0.02,2.0
2009-04-23,0.5317,0.8,2.0
2009-04-24,0.5281,0.0,2.0
2009-04-25,0.5219,0.28,2.0
2009-04-26,0.5197,0.5,2.0
2009-04-27,0.5194,1.82,2.0
2009-04-28,0.5165,1.32,2.0
2009-04-29,0.5072,0.02,2.0
2009-04-30,0.4997,0.5,2.0
2009-05-01,0.4884,0.1,2.33
2009-05-02,0.4752,0.32,2.33
2009-05-03,0.4705,0.46,2.33
2009-05-04,0.4739,0.12,2.33
2009-05-05,0.4984,6.34,2.33
2009-05-06,0.4834,0.52,2.33
2009-05-07,0.4738,3.58,2.33
2009-05-08,0.474,0.5,2.33
2009-05-09,0.4609,0.7,2.33
2009-05-10,0.4486,0.06,2.33
2009-05-11,0.4425,0.04,2.33
2009-05-12,0.4387,0.0,2.33
2009-05-13,0.4349,0.0,2.33
2009-05-14,0.4324,0.3,2.33
2009-05-15,0.6219,27.46,2.33
2009-05-16,0.7749,8.3,2.33
2009-05-17,0.6675,2.84,2.33
2009-05-18,0.6058,4.4,2.33
2009-05-19,0.6336,3.52,2.33
2009-05-20,0.5777,0.18,2.33
2009-05-21,0.7141,7.74,2.33
2009-05-22,0.6288,0.34,2.33
2009-05-23,0.5693,0.2,2.33
2009-05-24,0.5348,0.06,2.33
2009-05-25,0.628,12.0,2.33
2009-05-26,0.6688,0.06,2.33
2009-05-27,0.5653,2.24,2.33
2009-05-28,0.5288,0.0,2.33
2009-05-29,0.5056,0.0,2.33
2009-05-30,0.4874,0.0,2.33
2009-05-31,0.4715,0.0,2.33
2009-06-01,0.4576,0.0,2.68
2009-06-02,0.4572,0.0,2.68
2009-06-03,0.4515,0.0,2.68
2009-06-04,0.4495,1.86,2.68
2009-06-05,0.5219,11.64,2.68
2009-06-06,0.527,1.14,2.68
2009-06-07,0.4755,2.18,2.68
2009-06-08,0.4559,0.26,2.68
2009-06-09,0.4515,3.16,2.68
2009-06-10,0.554,13.28,2.68
2009-06-11,0.5289,2.18,2.68
2009-06-12,0.4716,0.4,2.68
2009-06-13,0.5741,14.34,2.68
2009-06-14,0.6377,3.5,2.68
2009-06-15,0.5576,0.18,2.68
2009-06-16,0.5049,2.32,2.68
2009-06-17,0.5176,8.36,2.68
2009-06-18,0.4814,0.72,2.68
2009-06-19,0.4696,2.82,2.68
2009-06-20,0.4497,0.02,2.68
2009-06-21,0.4384,0.68,2.68
2009-06-22,0.457,6.82,2.68
2009-06-23,0.437,0.1,2.68
2009-06-24,0.4284,0.0,2.68
2009-06-25,0.4133,0.0,2.68
2009-06-26,0.4295,4.66,2.68
2009-06-27,0.4247,0.06,2.68
2009-06-28,0.4218,0.5,2.68
2009-06-29,0.4088,0.04,2.68
2009-06-30,0.4028,0.0,2.68
2009-07-01,0.3957,0.04,2.8
2009-07-02,0.3848,0.06,2.8
2009-07-03,0.3932,0.92,2.8
2009-07-04,0.3802,0.0,2.8
2009-07-05,0.3783,0.62,2.8
2009-07-06,1.1785,23.78,2.8
2009-07-07,0.688,1.56,2.8
2009-07-08,0.541,2.54,2.8
2009-07-09,0.5014,0.8,2.8
2009-07-10,0.474,0.06,2.8
2009-07-11,0.4521,3.32,2.8
2009-07-12,0.8006,13.32,2.8
2009-07-13,0.6388,6.2,2.8
2009-07-14,0.6163,8.52,2.8
2009-07-15,0.6335,4.0,2.8
2009-07-16,0.582,5.36,2.8
2009-07-17,1.093,23.0,2.8
2009-07-18,1.7571,1.98,2.8
2009-07-19,0.9271,2.16,2.8
2009-07-20,0.7327,0.0,2.8
2009-07-21,1.3089,22.8,2.8
2009-07-22,1.2776,2.96,2.8
2009-07-23,0.9426,0.98,2.8
2009-07-24,0.982,6.2,2.8
2009-07-25,0.8394,2.28,2.8
2009-07-26,0.8681,3.96,2.8
2009-07-27,0.7957,0.72,2.8
2009-07-28,0.7722,4.88,2.8
2009-07-29,0.7473,0.14,2.8
2009-07-30,0.6719,0.56,2.8
2009-07-31,0.6405,2.66,2.8
2009-08-01,0.6451,0.8,2.41
2009-08-02,0.6008,0.06,2.41
2009-08-03,0.5798,0.08,2.41
2009-08-04,0.5853,1.14,2.41
2009-08-05,0.5536,0.0,2.41
2009-08-06,0.5382,0.0,2.41
2009-08-07,0.5612,1.72,2.41
2009-08-08,0.5458,0.0,2.41
2009-08-09,0.5562,7.96,2.41
2009-08-10,0.5776,1.28,2.41
2009-08-11,0.5552,1.56,2.41
2009-08-12,0.5347,1.58,2.41
2009-08-13,0.5386,1.16,2.41
2009-08-14,0.6383,13.88,2.41
2009-08-15,0.6059,0.34,2.41
2009-08-16,0.544,0.08,2.41
2009-08-17,0.5316,0.66,2.41
2009-08-18,0.5362,0.62,2.41
2009-08-19,0.5414,3.2,2.41
2009-08-20,0.5666,3.92,2.41
2009-08-21,0.5281,0.1,2.41
2009-08-22,0.5218,3.86,2.41
2009-08-23,0.5486,0.36,2.41
2009-08-24,0.5198,0.12,2.41
2009-08-25,0.5086,0.06,2.41
2009-08-26,0.5173,1.28,2.41
2009-08-27,0.522,7.4,2.41
2009-08-28,0.5243,1.3,2.41
2009-08-29,0.4997,0.04,2.41
2009-08-30,0.4979,2.56,2.41
2009-08-31,0.5439,3.96,2.41
2009-09-01,0.5276,0.0,1.7
2009-09-02,0.5241,20.36,1.7
2009-09-03,3.3191,33.26,1.7
2009-09-04,3.3672,0.98,1.7
2009-09-05,1.3375,0.46,1.7
2009-09-06,0.9831,0.88,1.7
2009-09-07,0.8501,0.34,1.7
2009-09-08,0.7805,0.16,1.7
2009-09-09,0.7119,0.0,1.7
2009-09-10,0.6823,0.0,1.7
2009-09-11,0.6664,0.0,1.7
2009-09-12,0.6436,0.0,1.7
2009-09-13,0.6336,0.18,1.7
2009-09-14,0.6193,0.0,1.7
2009-09-15,0.6112,0.06,1.7
2009-09-16,0.5944,0.0,1.7
2009-09-17,0.5823,0.0,1.7
2009-09-18,0.5788,0.0,1.7
2009-09-19,0.5648,0.04,1.7
2009-09-20,0.5564,0.0,1.7
2009-09-21,0.5594,0.46,1.7
2009-09-22,0.5406,0.0,1.7
2009-09-23,0.5372,0.12,1.7
2009-09-24,0.5333,0.0,1.7
2009-09-25,0.5255,0.0,1.7
2009-09-26,0.5229,0.04,1.7
2009-09-27,0.5247,0.06,1.7
2009-09-28,0.5282,4.96,1.7
2009-09-29,0.5618,3.5,1.7
2009-09-30,0.5412,0.56,1.7
2009-10-01,0.532,0.72,0.96
2009-10-02,0.5402,1.2,0.96
2009-10-03,0.5352,2.32,0.96
2009-10-04,0.529,0.0,0.96
2009-10-05,0.5281,1.42,0.96
2009-10-06,0.53,0.04,0.96
2009-10-07,0.5174,0.2,0.96
2009-10-08,0.5116,0.22,0.96
2009-10-09,0.5428,3.66,0.96
2009-10-10,0.56,0.14,0.96
2009-10-11,0.5322,0.36,0.96
2009-10-12,0.536,4.6,0.96
2009-10-13,0.7826,7.88,0.96
2009-10-14,0.7204,0.1,0.96
2009-10-15,0.6197,0.34,0.96
2009-10-16,0.5778,0.0,0.96
2009-10-17,0.557,0.12,0.96
2009-10-18,0.557,4.3,0.96
2009-10-19,0.6135,3.3,0.96
2009-10-20,0.6393,11.68,0.96
2009-10-21,4.3944,69.7,0.96
2009-10-22,6.453,18.86,0.96
2009-10-23,3.9615,6.34,0.96
2009-10-24,4.5396,25.16,0.96
2009-10-25,3.1503,4.72,0.96
2009-10-26,2.3539,4.28,0.96
2009-10-27,2.8375,8.56,0.96
2009-10-28,2.3832,0.0,0.96
2009-10-29,1.8494,1.0,0.96
2009-10-30,1.7383,13.84,0.96
2009-10-31,1.6552,2.0,0.96
2009-11-01,6.3794,36.58,0.53
2009-11-02,5.1814,1.28,0.53
2009-11-03,3.6528,2.98,0.53
2009-11-04,2.6015,0.98,0.53
2009-11-05,2.1882,0.04,0.53
2009-11-06,1.9352,0.58,0.53
2009-11-07,1.6092,0.16,0.53
2009-11-08,1.4007,0.12,0.53
2009-11-09,1.3054,2.2,0.53
2009-11-10,1.3465,1.46,0.53
2009-11-11,1.2873,3.8,0.53
2009-11-12,1.6235,7.7,0.53
2009-11-13,1.6469,10.68,0.53
2009-11-14,2.1928,0.66,0.53
2009-11-15,1.4716,0.0,0.53
2009-11-16,1.7152,8.5,0.53
2009-11-17,1.5444,0.02,0.53
2009-11-18,1.3317,2.78,0.53
2009-11-19,1.295,4.24,0.53
2009-11-20,1.247,0.0,0.53
2009-11-21,1.6483,13.8,0.53
2009-11-22,1.7398,5.58,0.53
2009-11-23,1.6192,0.16,0.53
2009-11-24,1.7079,5.16,0.53
2009-11-25,1.719,6.96,0.53
2009-11-26,1.5154,0.0,0.53
2009-11-27,1.3339,1.0,0.53
2009-11-28,1.2808,1.88,0.53
2009-11-29,1.2524,2.06,0.53
2009-11-30,1.2001,0.48,0.53
2009-12-01,1.1577,3.62,0.01
2009-12-02,1.2414,0.22,0.01
2009-12-03,1.4589,5.0,0.01
2009-12-04,1.3012,0.72,0.01
2009-12-05,1.2502,6.04,0.01
2009-12-06,1.2921,0.16,0.01
2009-12-07,1.1383,0.34,0.01
2009-12-08,1.0705,0.78,0.01
2009-12-09,1.0275,0.0,0.01
2009-12-10,0.9694,0.04,0.01
2009-12-11,0.9278,0.04,0.01
2009-12-12,0.8923,0.0,0.01
2009-12-13,0.8779,1.32,0.01
2009-12-14,1.0072,5.04,0.01
2009-12-15,1.159,3.84,0.01
2009-12-16,1.3977,4.66,0.01
2009-12-17,1.2038,1.28,0.01
2009-12-18,1.0588,4.24,0.01
2009-12-19,1.02,1.78,0.01
2009-12-20,0.9755,2.04,0.01
2009-12-21,0.9354,0.76,0.01
2009-12-22,0.9145,8.8,0.01
2009-12-23,1.0182,3.66,0.01
2009-12-24,0.981,5.92,0.01
2009-12-25,1.0045,0.32,0.01
2009-12-26,0.9162,0.0,0.01
2009-12-27,0.8692,0.36,0.01
2009-12-28,0.8204,0.0,0.01
2009-12-29,0.7995,8.5,0.01
2009-12-30,0.8041,8.08,0.01
2009-12-31,0.8056,7.3,0.01
2010-01-01,0.8053,16.82,0.0
2010-01-02,0.8012,1.78,0.0
2010-01-03,0.7892,0.12,0.0
2010-01-04,0.7985,8.92,0.0
2010-01-05,0.7913,3.4,0.0
2010-01-06,0.7774,3.5,0.0
2010-01-07,0.7625,1.3,0.0
2010-01-08,0.8389,1.32,0.0
2010-01-09,,0.48,0.0
2010-01-10,,0.14,0.0
2010-01-11,0.7603,1.98,0.0
2010-01-12,1.0043,4.98,0.0
2010-01-13,1.3369,5.06,0.0
2010-01-14,1.6071,1.96,0.0
2010-01-15,2.495,19.38,0.0
2010-01-16,7.2431,6.76,0.0
2010-01-17,2.9635,0.04,0.0
2010-01-18,2.5727,0.0,0.0
2010-01-19,,1.04,0.0
2010-01-20,2.2406,1.32,0.0
2010-01-21,2.1809,7.84,0.0
2010-01-22,2.8536,3.2,0.0
2010-01-23,3.1903,12.8,0.0
2010-01-24,3.4,3.3,0.0
2010-01-25,2.4286,0.1,0.0
2010-01-26,2.1661,0.66,0.0
2010-01-27,2.9987,2.04,0.0
2010-01-28,2.7432,8.58,0.0
2010-01-29,2.3507,1.24,0.0
2010-01-30,1.9449,0.74,0.0
2010-01-31,1.7379,0.86,0.0
2010-02-01,1.6221,1.52,0.01
2010-02-02,1.536,3.12,0.01
2010-02-03,1.4134,0.18,0.01
2010-02-04,1.4134,3.46,0.01
2010-02-05,2.5158,6.94,0.01
2010-02-06,2.2472,2.78,0.01
2010-02-07,1.8913,1.54,0.01
2010-02-08,1.7165,1.8,0.01
2010-02-09,1.6265,3.22,0.01
2010-02-10,1.537,0.46,0.01
2010-02-11,1.5259,0.78,0.01
2010-02-12,1.4517,0.0,0.01
2010-02-13,1.3756,0.54,0.01
2010-02-14,1.3651,1.58,0.01
2010-02-15,1.3601,3.48,0.01
2010-02-16,1.3492,9.8,0.01
2010-02-17,1.3193,1.64,0.01
2010-02-18,1.209,0.5,0.01
2010-02-19,1.1412,0.3,0.01
2010-02-20,1.0775,0.16,0.01
2010-02-21,1.0344,0.64,0.01
2010-02-22,0.9994,0.08,0.01
2010-02-23,0.9814,2.6,0.01
2010-02-24,0.9949,44.84,0.01
2010-02-25,1.0708,30.48,0.01
2010-02-26,1.2006,12.86,0.01
2010-02-27,1.095,1.34,0.01
2010-02-28,1.0423,1.54,0.01
2010-03-01,0.9929,0.16,1.02
2010-03-02,0.9562,0.04,1.02
2010-03-03,0.9309,0.0,1.02
2010-03-04,0.9045,0.36,1.02
2010-03-05,1.2422,0.86,1.02
2010-03-06,1.7155,0.24,1.02
2010-03-07,1.5281,0.0,1.02
2010-03-08,1.4934,0.0,1.02
2010-03-09,1.3565,0.0,1.02
2010-03-10,1.3024,0.06,1.02
2010-03-11,2.3516,2.64,1.02
2010-03-12,3.3121,0.24,1.02
2010-03-13,3.3542,2.1,1.02
2010-03-14,3.2723,4.72,1.02
2010-03-15,2.9038,0.24,1.02
2010-03-16,2.3078,0.02,1.02
2010-03-17,2.1345,0.0,1.02
2010-03-18,2.2022,0.16,1.02
2010-03-19,2.0356,0.0,1.02
2010-03-20,1.8308,0.0,1.02
2010-03-21,1.678,0.16,1.02
2010-03-22,1.5721,0.16,1.02
2010-03-23,1.4763,0.0,1.02
2010-03-24,1.4196,0.52,1.02
2010-03-25,1.3963,6.34,1.02
2010-03-26,1.4053,0.28,1.02
2010-03-27,1.2789,0.34,1.02
2010-03-28,1.2247,2.1,1.02
2010-03-29,1.1791,6.76,1.02
2010-03-30,1.5577,16.94,1.02
2010-03-31,1.8663,14.98,1.02
2010-04-01,1.8335,1.2,1.97
2010-04-02,1.7851,4.14,1.97
2010-04-03,2.9528,0.96,1.97
2010-04-04,2.5326,1.24,1.97
2010-04-05,2.5275,0.08,1.97
2010-04-06,2.1986,1.62,1.97
2010-04-07,1.8292,0.04,1.97
2010-04-08,1.6829,0.34,1.97
2010-04-09,1.5708,0.0,1.97
2010-04-10,1.4781,0.0,1.97
2010-04-11,1.4003,0.0,1.97
2010-04-12,1.3256,0.0,1.97
2010-04-13,1.2699,0.0,1.97
2010-04-14,1.2169,0.0,1.97
2010-04-15,1.1664,0.0,1.97
2010-04-16,1.1162,0.0,1.97
2010-04-17,1.0796,3.0,1.97
2010-04-18,1.056,0.56,1.97
2010-04-19,1.0226,4.24,1.97
2010-04-20,1.0134,0.36,1.97
2010-04-21,0.9539,0.2,1.97
2010-04-22,0.9354,1.2,1.97
2010-04-23,1.0166,9.14,1.97
2010-04-24,0.9955,0.0,1.97
2010-04-25,0.9221,0.56,1.97
2010-04-26,0.867,0.0,1.97
2010-04-27,0.8838,4.04,1.97
2010-04-28,0.8645,0.04,1.97
2010-04-29,0.8331,0.08,1.97
2010-04-30,0.8314,7.32,1.97
2010-05-01,0.8607,0.34,2.28
2010-05-02,0.7956,0.7,2.28
2010-05-03,0.7688,0.22,2.28
2010-05-04,0.7578,0.66,2.28
2010-05-05,0.7502,0.8,2.28
2010-05-06,0.7368,1.64,2.28
2010-05-07,0.7209,0.0,2.28
2010-05-08,0.7045,0.82,2.28
2010-05-09,0.6826,0.52,2.28
2010-05-10,0.6682,2.46,2.28
2010-05-11,0.6652,3.22,2.28
2010-05-12,0.6476,0.02,2.28
2010-05-13,0.6393,1.0,2.28
2010-05-14,0.6412,0.38,2.28
2010-05-15,0.6211,0.0,2.28
2010-05-16,0.6138,2.58,2.28
2010-05-17,0.5958,0.2,2.28
2010-05-18,0.5827,0.06,2.28
2010-05-19,0.5744,0.0,2.28
2010-05-20,0.5654,0.0,2.28
2010-05-21,3.2848,35.62,2.28
2010-05-22,1.6886,0.8,2.28
2010-05-23,1.1903,7.9,2.28
2010-05-24,1.069,0.9,2.28
2010-05-25,0.9234,1.56,2.28
2010-05-26,0.8791,2.9,2.28
2010-05-27,0.9752,5.58,2.28
2010-05-28,0.9477,2.9,2.28
2010-05-29,0.928,12.18,2.28
2010-05-30,1.496,2.8,2.28
2010-05-31,1.0155,0.3,2.28
2010-06-01,0.9157,0.0,2.93
2010-06-02,0.8453,0.0,2.93
2010-06-03,0.8033,0.0,2.93
2010-06-04,0.7764,0.0,2.93
2010-06-05,0.9366,8.38,2.93
2010-06-06,0.8896,6.14,2.93
2010-06-07,0.9413,4.36,2.93
2010-06-08,1.2583,10.82,2.93
2010-06-09,1.177,0.44,2.93
2010-06-10,0.9536,0.0,2.93
2010-06-11,0.8734,0.2,2.93
2010-06-12,0.8226,1.74,2.93
2010-06-13,0.848,3.6,2.93
2010-06-14,0.805,0.0,2.93
2010-06-15,0.7687,0.0,2.93
2010-06-16,0.7587,2.26,2.93
2010-06-17,0.7414,0.0,2.93
2010-06-18,0.7052,0.0,2.93
2010-06-19,0.6859,0.0,2.93
2010-06-20,0.6707,0.0,2.93
2010-06-21,0.6583,0.0,2.93
